Company	Page	Sentence	Drop_Reason
Keurig Dr Pepper	28	Responsible Marketing In the U.S., we are a member of the Better Business Bureau’s Children’s Food and Beverage Advertising Initiative (CFBAI).	not_assertion
Keurig Dr Pepper	28	In 2024, we updated our Chemicals Management Policy to reaffirm our responsible management of Chemicals of Concern.	not_assertion
Keurig Dr Pepper	28	The Policy applies to all raw materials including water, ingredients and packaging materials related to KDP-branded food and beverage products and appliances.	not_assertion
Keurig Dr Pepper	28	In 2024, these included: • Brooklyn Roasting Company • Kahawa 1893 • Black Rifle Coffee Company • Bloom Energy Drinks • C4 Smart Energy • Canada Dry Fruit Splash Zero Read more: Our Impact 2024 KEURIG DR PEPPER IMPACT REPORT 28 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	29	EMPLOYEE HEALTH, SAFETY & WELL-BEING Supporting our employees is the foundation for generating sustainable business performance and for building strong, vibrant communities where we live and work.	not_assertion
Keurig Dr Pepper	29	KEY HIGHLIGHTS • 81% of KDP employees in 2024 report feeling engaged • 83% of employees report feeling proud to work for KDP in 2024 • Recognized on Forbes America’s Best Large Employers and Fortune’s Most Admired Companies lists in 2024 • 40% reduction in recordable safety incidents in U.S. manufacturing locations that produce liquid refreshment beverages, compared to the prior year • 220+ grants funded by and issued to employees in need from KDP’s Employee Relief Fund • Increased employee volunteerism and community engagement to more than 7,600 hours in 2024 Read more: Goal Methodology & Progress Summary 2024 KEURIG DR PEPPER IMPACT REPORT 29 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	30	We encourage our team members to “Drink in the Possibilities” of a career at KDP.	not_assertion
Keurig Dr Pepper	30	Our culture is based around four core values that guide how we engage with each other in an open and inclusive environment, while pushing each other with high standards and accountability.	not_assertion
Keurig Dr Pepper	30	Ongoing Challenges • Competing for a highly skilled workforce while navigating labor shortages, inflation in labor costs and employee turnover, particularly in frontline roles • Evolving our reporting to reflect a dynamic landscape, including changing regulatory requirements • Supporting operational and community resilience given the increasing frequency and severity of natural disasters Future Opportunities • Investing in and implementing enhanced tools, resources and data to help us attract, develop and retain top talent, improving the overall employee experience • Continue to evaluate our total reward package to ensure our benefits and wellness offerings remain competitive and inspire our employees to prioritize their total well-being • Increasing awareness, access and opportunities for participation of employees in volunteer activities and community engagement initiatives EMPLOYEE HEALTH, SAFETY & WELL-BEING STRATEGY BRING YOUR FLAVOR: CONNECTION & ENGAGEMENT We encourage our employees to collaborate and learn from each other every day.	length
Keurig Dr Pepper	30	We emphasize that KDP is a place where we all belong, everyone has a voice and different perspectives are valued.	not_assertion
Keurig Dr Pepper	30	This is essential to both creating a great experience for our team members and for the success of our company.	not_assertion
Keurig Dr Pepper	30	We encourage team members to own their career paths and help set their professional trajectory.	not_assertion
Keurig Dr Pepper	30	Efforts in this area include our learning and development programs, the talent management and performance management processes20 and our trainings for managers.	not_assertion
Keurig Dr Pepper	30	Efforts in this area include our KDP benefits and wellness programs, the hybrid work environment we offer along with our health and safety programs.	not_assertion
Keurig Dr Pepper	30	Efforts in this area include our community engagement programs and our employee communications efforts to ensure team members are up to date on our brand news and KDP Impact work.	not_assertion
Keurig Dr Pepper	30	Our Corporate Code of Conduct defines the expectations we have of our employees to conduct business legally and ethically.	not_assertion
Keurig Dr Pepper	30	In addition, our Human Rights Position Statement outlines core standards and expectations we have established for our employees in areas including human rights and building inclusive workplaces.	not_assertion
Keurig Dr Pepper	30	Specific to community engagement, we follow our Charitable Giving Guidelines and use the Benevity system to screen all community partners and ensure they are reputable, registered nonprofit organizations.	not_assertion
Keurig Dr Pepper	30	Read more: Corporate Governance & Ethics Our Impact Glossary 2024 KEURIG DR PEPPER IMPACT REPORT 30 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	31	With the aspiration to have top beverage talent with a challenger mindset, we supported our teams through competitive benefits, career development opportunities and a workplace culture built on safety, respect, inclusivity and trust.	not_assertion
Keurig Dr Pepper	31	We supported our team members with total rewards packages that provided eligible employees access to medical, dental, vision, life insurance, retirement benefits and disability benefits, as well as assistance with major life activities such as adoption, childbirth and back-up childcare, among other benefits.	not_assertion
Keurig Dr Pepper	31	Our annual employee engagement survey solicited feedback from all team members on topics that included culture, engagement, well-being, development, leadership and work environment.	not_assertion
Keurig Dr Pepper	31	With 91% of employees participating in the 2024 survey, findings showed that 81% of KDP employees are engaged, committed to staying with KDP and have a strong sense of accomplishment from their work, up from 80% in 2023.	reference_dense
Keurig Dr Pepper	31	2024 GLOBAL COMMUNITY ENGAGEMENT HIGHLIGHTS KDP, and our family of brands, are dedicated to supporting positive local impact and building community resilience through corporate partnerships, employee giving and volunteerism and brand and retail activations.	not_assertion
Keurig Dr Pepper	31	products provided in disaster relief 327,000+ hours volunteered by KDP employees 7,600+ of supporting students through the Dr Pepper Tuition Giveaway Program, including awarding over $20 million in tuition support 30 YEARS grants issued to employees in need from the Employee Relief Fund 220+ bottles of Mott’s apple juice provided to American Red Cross blood donation centers 33,000+ Read more: Goal Methodology & Progress Summary Glossary Data Table Employer Information Report (EEO-1 Component 1) KDP Impact Commitments Summary 2024 KEURIG DR PEPPER IMPACT REPORT 31 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	32	Our Work in Action BRINGING YOUR FLAVOR More than 3,200 KDP employees are members or allies of one or more of our eight ERGs that help build connection and community.	not_assertion
Keurig Dr Pepper	32	In 2024, these groups hosted over 150 events and activities focused on KDP culture, career, community and company.	not_assertion
Keurig Dr Pepper	32	The winning entrants included ideas related to championing brand building, shaping our now and next beverage portfolio and generating fuel for growth.	not_assertion
Keurig Dr Pepper	32	Also in 2024, we added Frontline Engagement Pillar Leads for each of our ERGs to amplify their activities to our frontline employees.	not_assertion
Keurig Dr Pepper	32	This response rate reflects a two percentage point (pp) increase from 2023, and it is the highest response rate to date for KDP.	not_assertion
Keurig Dr Pepper	32	Employees also reported improvements in favorability across key measures: • 3.5 pp increase of managers providing useful performance feedback • 2.8 pp increase of team members agreeing that their opinions matter • 2.0 pp increase of team members agreeing that KDP cares about employee health and well-being UNCAPPING YOUR POTENTIAL In 2024, KDP identified manager effectiveness as a key driver of employee experience and sought to create a measurement system that would enable leaders to understand and enhance their impact through targeted actions.	length
Keurig Dr Pepper	32	To explore this, we developed a pilot program with a select group of frontline and non-frontline managers.	not_assertion
Keurig Dr Pepper	32	Frontline leaders saw increases in nine of 10 leadership metrics.	not_assertion
Keurig Dr Pepper	32	The average improvement led to a 10% favorability compared to other manufacturing sites and a 3% increase compared to other corporate functions.	not_assertion
Keurig Dr Pepper	32	FUELING YOUR WELL-BEING Each year KDP evaluates the total rewards packages to ensure benefits and wellness offerings remain competitive and inspire employees to prioritize their well-being.	not_assertion
Keurig Dr Pepper	32	We added two new medical plan options in 2024 to give employees more choice in costs, deductibles and premiums, allowing them to choose a healthcare plan based on their personal wellness journey.	not_assertion
Keurig Dr Pepper	32	We also expanded mental health offerings, providing team members and their household a free paid subscription to a best-in-class resiliency app.	not_assertion
Keurig Dr Pepper	32	We held eight Employee Health & Safety boot camps, which included executing a multi-day training curriculum for our frontline leadership such as plant management, supervisors and shift leads.	not_assertion
Keurig Dr Pepper	32	We also introduced 50 new tractor units with advanced driver assistance systems including lane departure, adaptive cruise control and collision mitigation technology.	not_assertion
Keurig Dr Pepper	32	In addition, we upgraded and deployed an enterprise mass communications technology to rapidly notify employees on adverse risk alerts near their work location and check on their welfare.	not_assertion
Keurig Dr Pepper	32	2024 KEURIG DR PEPPER IMPACT REPORT 32 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	navigation
Keurig Dr Pepper	33	Red Cross Partnership KDP has a multi-year partnership with the American Red Cross and the Canadian Red Cross to provide support to families and communities in need across the U.S. and Canada through both financial support and in-kind donations.	not_assertion
Keurig Dr Pepper	33	In 2024, we supported American Red Cross employees and volunteers at disaster centers with Keurig brewers and coffee.	not_assertion
Keurig Dr Pepper	33	In addition, we supplied Mott’s apple juice to blood drives across the U.S.	not_assertion
Keurig Dr Pepper	33	The Canadian Red Cross, Walmart and KDP Canada teamed up to run their first cause marketing campaign with the Keurig brand.	not_assertion
Keurig Dr Pepper	33	The initiative raised $100,000 CAD in donations to the Canadian Red Cross and increased sales for Keurig by over 54% during the campaign.	not_assertion
Keurig Dr Pepper	33	Engage for Good KDP’s Engage for Good program provides employees with matching donations and volunteer grants as a reward for those who volunteer in their communities.	not_assertion
Keurig Dr Pepper	33	In 2024, we increased employee volunteerism hours to more than 7,600, and our employees made a positive impact in some of the following ways: • In partnership with Good360, our team in Sacramento, California assembled 2,500 daily sanitation kits and wrote letters of encouragement to benefit local organizations.	length
Keurig Dr Pepper	33	These kits include vital hygiene products such as soap, shampoo, conditioner, ear plugs, sleep masks and disposable washcloths, offering essential support to individuals in underserved communities.	not_assertion
Keurig Dr Pepper	33	• KDP employees came together in McKinney, Texas to lend a hand at Grace Bridge, a local nonprofit dedicated to providing necessities to those in need.	not_assertion
Keurig Dr Pepper	33	Local employees sorted and packed canned goods for individuals and families facing food insecurity.	not_assertion
Keurig Dr Pepper	33	• In partnership with the American Red Cross, a group of senior leaders came together to support community disaster preparedness.	not_assertion
Keurig Dr Pepper	33	The team filled packs with water, emergency medical supplies and survival equipment to be distributed readily to people in need following a disaster.	not_assertion
Keurig Dr Pepper	33	These daily necessities are some of the first things communities need when rebuilding from storms and are a staple of the support the American Red Cross provides across the nation.	not_assertion
Keurig Dr Pepper	33	Disaster Relief KDP provides critical products and resources to individuals and families in the wake of crises and natural disasters.	not_assertion
Keurig Dr Pepper	33	In 2024, we partnered with Good360 and Operation Blessing to supply beverages to those impacted by natural disasters, like Hurricane Helene that impacted the Southeastern U.S.	not_assertion
Keurig Dr Pepper	33	In addition, we continued to facilitate grants funded by and awarded to U.S. employees through our Employee Relief Fund, a 501(c)(3) NGO that supports KDP employees and their immediate family members who experience a disaster or emergency hardship.	not_assertion
Keurig Dr Pepper	33	Read more: Our Impact KDP Careers 2024 KEURIG DR PEPPER IMPACT REPORT 33 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	34	CORPORATE GOVERNANCE & ETHICS Strong governance structures and ethical business practices help to build trust with our stakeholders and generate sustainable business performance.	not_assertion
Keurig Dr Pepper	34	2024 KEURIG DR PEPPER IMPACT REPORT 34 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	navigation
Keurig Dr Pepper	35	Strategy We believe strong corporate governance and ethics provides the foundation for a culture of integrity, transparency and responsibility.	not_assertion
Keurig Dr Pepper	35	In this role, the Board approves our commitments and monitors progress in our seven Key Impact Areas: Climate & Nature Action, Water Use & Stewardship, Packaging & Circular Economy, Human Rights, Responsible Sourcing & Supply Chain Livelihoods, Consumer Health & Well-Being and Employee Health, Safety & Well-Being.	length
Keurig Dr Pepper	35	The personal and professional backgrounds and experiences of our Board enhance its effectiveness and ability to provide broad perspectives and constructive feedback to management.	not_assertion
Keurig Dr Pepper	35	More information on our Board is available on our website and in our 2025 Proxy Statement.	not_assertion
Keurig Dr Pepper	35	BOARD COMPOSITION* Read more: Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Glossary Our Impact 89% 89% are “independent” under Nasdaq listing rules 33% 33% are women *As of June 18, 2025 KDP Impact Oversight CORPORATE GOVERNANCE & ETHICS STRATEGY Corporate Policies & Compliance Advocacy & Public Policy Data Privacy & Cybersecurity 2024 KEURIG DR PEPPER IMPACT REPORT 35 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	36	Our Work in Action KDP IMPACT OVERSIGHT While the full Board is responsible for oversight of KDP’s overall environmental sustainability, social responsibility and corporate governance strategy, the Remuneration and Nomination Committee of the Board, along with KDP’s Executive Leadership Team, Sustainability Governance Committee, Chief Corporate Affairs & Sustainability Officer and cross-functional KDP teams that include leaders from all areas of the business, provide specific management, advisory, accountability and collaboration capabilities in support of these efforts.	length
Keurig Dr Pepper	36	CORPORATE POLICIES & COMPLIANCE Our suite of policies and programs outline the expectations we have of our company and employees to act in a professional, ethical and legal manner.	not_assertion
Keurig Dr Pepper	36	KDP’s Corporate Code of Conduct is an expression of our values and provides guideposts for employees and directors to make the right decisions and act responsibly.	not_assertion
Keurig Dr Pepper	36	Our policies cover topics including anti-bribery, anti-competitive behavior, insider trading and disclosure in addition to the statements and policies covered in other sections in this report.	not_assertion
Keurig Dr Pepper	36	KDP employees are required to hold themselves and each other accountable to all policies and the law.	not_assertion
Keurig Dr Pepper	36	We offer a 24/7 “Speaking Up” hotline, managed by an independent third party, for employees to anonymously report any potential violations of our Code of Conduct or related concerns.	not_assertion
Keurig Dr Pepper	36	REMUNERATION AND NOMINATION COMMITTEE OF THE BOARD Assists the Board with oversight of human capital management strategy and corporate governance.	governance_role
Keurig Dr Pepper	36	EXECUTIVE LEADERSHIP TEAM Works to promote alignment of our KDP Impact agenda and strategies with our long-term business objectives, provides advisory support on programs and monitors progress.	not_assertion
Keurig Dr Pepper	36	SUSTAINABILITY GOVERNANCE COMMITTEE Provides cross-functional decision-making and alignment with business strategy, oversees progress toward commitments and reviews and monitors the preparation of our Impact Report and other related disclosures, comprised of select Executive Leadership Team members and other key leaders.	governance_role
Keurig Dr Pepper	36	CHIEF CORPORATE AFFAIRS & SUSTAINABILITY OFFICER In collaboration with cross-functional teams, establishes robust social and environmental agenda and strategic priorities throughout the organization, identifies and addresses challenges, enhances disclosure and monitors emerging trends.	not_assertion
Keurig Dr Pepper	36	2024 KEURIG DR PEPPER IMPACT REPORT 36 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	navigation
Keurig Dr Pepper	37	ADVOCACY & PUBLIC POLICY We believe we have a duty and responsibility to participate in the collaborative public policy- making process and strive to maintain a strong voice in shaping policy agendas that are critical to our continued growth and KDP Impact agenda.	general_statement
Keurig Dr Pepper	37	These include, but are not limited to, doing our part to work to restore resources for a more circular economy, supporting sustainable global agricultural supply chains, reinforcing responsible marketing and labeling and ensuring product quality and food safety.	navigation
Keurig Dr Pepper	37	KDP’s advocacy efforts include direct engagement with public officials, participation in trade associations, coalitions and stakeholder meetings.	not_assertion
Keurig Dr Pepper	37	All advocacy activities and contributions comply with applicable U.S. laws and regulations.	not_assertion
Keurig Dr Pepper	37	KDP discloses its U.S. federal, state and local lobbying activity and expenditures as required by law via the Lobbying Disclosure website.	not_assertion
Keurig Dr Pepper	37	We also voluntarily publish a report every year which details our trade association memberships, including those associations that received more than $25,000 per year in non-deductible fees for federal lobbying expenditures.	not_assertion
Keurig Dr Pepper	37	We voluntarily publish a report which details third parties who are registered to directly advocate on KDP’s behalf.	not_assertion
Keurig Dr Pepper	37	This information is outlined in our Policy on Responsible Public Policy Advocacy in the United States.	not_assertion
Keurig Dr Pepper	37	We also administer the KDP Political Action Committee (PAC) which is registered with the Federal Election Commission and funded solely through voluntary contributions from eligible employees.	governance_role
Keurig Dr Pepper	37	PAC contributions are bipartisan and given to federal and state candidates, without regard to political party affiliation.	not_assertion
Keurig Dr Pepper	37	KDP has not solicited any KDP PAC contributions since 2018.	not_assertion
Keurig Dr Pepper	37	The KDP PAC’s Executive Committee has oversight of all political contributions and maintains a fund in a segregated account with Treasury oversight.	governance_role
Keurig Dr Pepper	37	All contributions are administered by an independent third party.	not_assertion
Keurig Dr Pepper	37	The KDP PAC did not make contributions in 2024.	not_assertion
Keurig Dr Pepper	37	KDP does not make direct corporate political contributions to candidates, parties, nor their committees even where permitted by applicable law.	governance_role
Keurig Dr Pepper	37	Read more in our Policy on Responsible Public Policy Advocacy in the United States.	not_assertion
Keurig Dr Pepper	37	KDP aims to comply with the privacy laws and regulations in all jurisdictions in which we operate.	not_assertion
Keurig Dr Pepper	37	In accordance with applicable privacy and security laws and in alignment with the National Institute of Standards Framework, KDP’s Privacy and Cybersecurity Programs implement and maintain a range of trainings, policies, processes and technical safeguards designed to protect our systems and preserve the confidentiality and integrity of personal information in our care.	length
Keurig Dr Pepper	37	We take precaution to avoid using data and technology in ways that are unethical or could lead to discrimination and exploitation or cause harm.	risk_description
Keurig Dr Pepper	37	This information is outlined in our Privacy Policy.	not_assertion
Keurig Dr Pepper	37	Read more: Our Impact 2024 KEURIG DR PEPPER IMPACT REPORT 37 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	length
Keurig Dr Pepper	38	About this Report Read more: Appendix This progress report focuses on the goals, programs and initiatives that encompass our KDP Impact efforts for 2024.	not_assertion
Keurig Dr Pepper	38	Unless otherwise noted, this report covers data and activities for the calendar year 2024 from KDP’s wholly-owned operations.	not_assertion
Keurig Dr Pepper	38	The content covers the parts of our business in which we have operational control and does not include joint ventures, entities in which we hold a minority interest or franchised or outsourced operations, except where noted.	not_assertion
Keurig Dr Pepper	38	Selected data and information on our global supply chain activities are also included.	not_assertion
Keurig Dr Pepper	38	This report was created with reference to the Global Reporting Initiative (GRI) Index and is in alignment with the Sustainability Accounting Standards Board (SASB) Standards and the TCFD.	not_assertion
Keurig Dr Pepper	38	KDP is electing to use these frameworks to communicate our disclosures for this 2024 Impact Report.	not_assertion
Keurig Dr Pepper	38	Given the rapidly-evolving reporting landscape, we are evaluating the reporting frameworks we will use for the 2025 Impact Report.	not_assertion
Keurig Dr Pepper	38	For 2024, we have obtained limited third-party assurance of certain sustainability performance metrics by ERM CVS.	not_assertion
Keurig Dr Pepper	38	The assured data points are flagged in the Data Table and SASB Standards.	not_assertion
Keurig Dr Pepper	38	The ERM CVS Independent Assurance Report can also be viewed on our website.	not_assertion
Keurig Dr Pepper	38	KDP welcomes questions about, and feedback on, our KDP Impact work and invites anyone to contact us at sustainability@kdrp.com.	not_assertion
Keurig Dr Pepper	38	FORWARD-LOOKING STATEMENTS Certain statements contained herein are “forward- looking statements” within the meaning of applicable securities laws and regulations.	not_assertion
Keurig Dr Pepper	38	These forward-looking statements can generally be identified by the use of words such as “outlook,” “guidance,” “anticipate,” “expect,” “believe,” “could,” “estimate,” “feel,” “forecast,” “intend,” “may,” “plan,” “potential,” “project,” “should,” “target,” “will,” “would” and similar words.	not_assertion
Keurig Dr Pepper	38	Forward-looking statements by their nature address matters that are, to different degrees, uncertain.	not_assertion
Keurig Dr Pepper	38	These statements are based on the current expectations of our management, are not predictions of actual performance, and actual results may differ materially.	not_assertion
Keurig Dr Pepper	38	Forward-looking statements are subject to a number of risks and uncertainties, including the factors disclosed on our Form 10-K and subsequent filings with the SEC.	not_assertion
Keurig Dr Pepper	38	We are under no obligation to update, modify or withdraw any forward-looking statements, except as required by applicable law.	not_assertion
Keurig Dr Pepper	38	ESG MATERIALITY The definition of materiality with respect to ESG issues in this report is different than the definition of materiality in the context of our filings with the U.S. Securities and Exchange Commission (SEC).	not_assertion
Keurig Dr Pepper	38	The identification of material issues that guide our KDP Impact approach should not be construed as a characterization regarding the materiality or financial impact of such issues or related information to investors in KDP.	not_assertion
Keurig Dr Pepper	38	A discussion of the risks that are material to investors in KDP can be found on our Form 10-K for the year ended December 31, 2024, filed with the SEC, our subsequent Quarterly Reports on Form 10-Q and our Current Reports on Form 8-K. All can be found on our website.	length
Keurig Dr Pepper	38	2024 KEURIG DR PEPPER IMPACT REPORT 38 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	navigation
Keurig Dr Pepper	39	Glossary TERM DEFINITION Circular Economy & Circularity Terms used to describe the efforts made to design products, packaging and processes for durability, reuse, recycling and/or composting while helping to support the necessary infrastructure to enable circularity.	not_assertion
Keurig Dr Pepper	39	Compostable Packaging Packaging that is able to be broken down into carbon dioxide, water and biomass within a specific time frame under specific conditions.	not_assertion
Keurig Dr Pepper	39	Compostable material can be made from either bio-based or petrochemical inputs and is subject to third-party certification.	not_assertion
Keurig Dr Pepper	39	Consumers People who buy and use our products for the purpose of personal use and consumption.	not_assertion
Keurig Dr Pepper	39	Customers Retailers that buy products from KDP and sell to consumers.	not_assertion
Keurig Dr Pepper	39	Extended Producer Responsibility A policy approach that assigns producers responsibility for the end-of-life of their products.	not_assertion
Keurig Dr Pepper	39	This can include both financial responsibility and operational responsibility.	not_assertion
Keurig Dr Pepper	39	TERM DEFINITION High-Intensity Sweeteners Sugar substitutes or sugar alternatives that are used in a variety of beverages across our portfolio.	not_assertion
Keurig Dr Pepper	39	These include Acesulfame-K, Aspartame, Erythritol, monk fruit extract, stevia, sodium saccharine and sucralose.	not_assertion
Keurig Dr Pepper	39	Net Positive Water Impact Efforts to reduce water stress by focusing on water availability, quality and access and that contributions exceed impacts on water stress in the same region, as quantified by established methodologies and measured via both short-term outputs and long-term outcomes.	methodology
Keurig Dr Pepper	39	Positive Hydration Positive hydration A KDP product that provides a serving of fruits or vegetables (with no added sugar) OR is 40 calories or less per serving with a functional attribute or at least 10% Daily Value of a nutrient to encourage.	not_assertion
Keurig Dr Pepper	39	Functional attribute A food product that together with its basic nutritional impact has a beneficial effect on one or more functions of the human organism either improving the general physical conditions or/and decreasing the risk of the evolution of disease.	risk_description
Keurig Dr Pepper	39	Nutrient to encourage Essential nutrients such as protein, fiber, vitamins and minerals.	not_assertion
Keurig Dr Pepper	39	Priority Inputs Materials of importance to KDP's business, including apple, apple juice concentrate, cocoa, coffee, corn, high-intensity sweeteners and tomato paste, as well as our brewers and certain brewer components critical to brewer function and quality.	not_assertion
Keurig Dr Pepper	39	Priority status is determined by the input’s importance to KDP by magnitude of spending, its social and environmental risk profile and our unique opportunity for impact within the supply chain.	not_assertion
Keurig Dr Pepper	39	Producer Responsibility Organization A company or entity, often a nonprofit like the Circular Action Alliance, established by manufacturers to fulfill their legal Extended Producer Responsibility obligations related to the collection, recycling and disposal of waste generated by their products, particularly in sectors like packaging.	not_assertion
Keurig Dr Pepper	39	2024 KEURIG DR PEPPER IMPACT REPORT 39 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	navigation
Keurig Dr Pepper	40	TERM DEFINITION Recyclable Packaging Packaging for which design is not a barrier to the packaging being successfully collected, sorted and reprocessed into another material, a product component or a recycled raw material.	not_assertion
Keurig Dr Pepper	40	"We likewise consider plastic packaging to be recyclable if it is deemed ""recyclable with detrimental features"" by the APR."	not_assertion
Keurig Dr Pepper	40	Conservation is the act of bringing non-agricultural land into conservation protection or supporting an increase in protections and/or stewardship on already conserved lands.	not_assertion
Keurig Dr Pepper	40	Responsible Sourcing Our approach to help safeguard fundamental human rights and environmental protections across our supply chain.	navigation
Keurig Dr Pepper	40	For coffee and cocoa, we rely on verification or third-party certification programs.	not_assertion
Keurig Dr Pepper	40	For factory-based inputs, we use KDP’s Supplier Rating System.	not_assertion
Keurig Dr Pepper	40	KDP-managed Brewer Suppliers KDP-managed brewer component suppliers Suppliers that are critical to brewer function and quality where KDP negotiates volume and price.	not_assertion
Keurig Dr Pepper	40	These include all Tier 1 Brewer Suppliers and a portion of Tier 2 Brewer Suppliers.	not_assertion
Keurig Dr Pepper	40	Tier 1 brewer suppliers Contract manufacturers that assemble our brewers.	not_assertion
Keurig Dr Pepper	40	Tier 2 brewer suppliers Component suppliers that provide component parts to final assembly manufacturers.	not_assertion
Keurig Dr Pepper	40	Value Chain A value chain is the complete journey of a product or process, covering all stages from material sourcing to end-of-life.	not_assertion
Keurig Dr Pepper	40	It includes sourcing, production, distribution and disposal, highlighting the interconnectedness of each step.	not_assertion
Keurig Dr Pepper	40	TERM DEFINITION Virgin Plastic Newly manufactured resin produced from petrochemical or biomass feedstock used as the raw material for the manufacture of plastic products and which has not been used or processed before.	not_assertion
Keurig Dr Pepper	40	Volumetric Water Benefit Accounting A method to estimate the volumetric water benefits of water stewardship activities, and associated guidance related to planning, project selection and assessment.	not_assertion
Keurig Dr Pepper	40	2024 KEURIG DR PEPPER IMPACT REPORT 40 Overview Climate & Nature Action Water Use & Stewardship Packaging & Circular Economy Human Rights, Responsible Sourcing & Supply Chain Livelihoods Consumer Health & Well-Being Employee Health, Safety & Well-Being Corporate Governance & Ethics Appendix	navigation
Keurig Dr Pepper	41	Endnotes 1 Circana MULO+ w/convenience 52W ended 12/29/24; NPD Crest full year 2024, Nielsen Discover 52W ended 12/28/24.	not_assertion
Keurig Dr Pepper	41	2 The definition of materiality with respect to ESG issues in this report is different than the definition of materiality in the context of our filings with the U.S. Securities and Exchange Commission (SEC).	not_assertion
Keurig Dr Pepper	41	4 FLAG stands for SBTi’s methodology for the Forest, Land and Agriculture Sector.	not_assertion
Keurig Dr Pepper	41	5 Net Positive Water Impact is defined as contributing more to basin health than what is taken from it, per the Water Resilience Coalition (Global Business Leaders Unite for Water Resilience).	not_assertion
Keurig Dr Pepper	41	6 According to The Recycling Partnership, the U.S. recycling system is not a unified or governmental entity, but rather a network of more than 9,000 separate local recycling programs.	not_assertion
Keurig Dr Pepper	41	Each individual program has specific parameters for which materials can be recycled and municipalities collect recyclables in different ways.	not_assertion
Keurig Dr Pepper	41	8 In 2024, 0.32% of coffee was received as conventional due to irregular rain patterns delaying the crop in Uganda and logistical challenges resulting from the unavailability of the Suez Canal as a transport route.	not_assertion
Keurig Dr Pepper	41	9 We estimate that our global coffee supply chain includes over 100,000 farmers, plus many more workers employed on the farms.	not_assertion
Keurig Dr Pepper	41	This means that our products are intricately linked to the work and livelihoods of those people.	not_assertion
Keurig Dr Pepper	41	10 High-Intensity Sweeteners include Acesulfame-K, Aspartame, Erythritol, monk fruit extract, stevia, sodium saccharine and sucralose.	not_assertion
