Company	Page	Claim_Text	ESG_Type	Claim_Type	Evidence_Exists	Risk_Signal	Audit_Verdict	Audit_Category	Audit_ESG	Audit_ClaimType	Audit_Notes
Unilever	34	Where supplier invoices or product specification information are not available for packaging materials purchased by third parties, volumes are estimated using extrapolation of existing data (representing circa 1% of total raw and packaging materials purchased by Unilever and third parties).	E	Strong	Yes	Supported	non_claim	methodology_definition	E	NA	estimation method; parameter number, not performance
Unilever	34	Resource inflows metrics: Biological materials that are sustainably sourced Measured based on tonnes of biological raw and packaging materials purchased by Unilever.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	measurement basis
Unilever	34	(b) Of the total tonnes, 52% (2024: 47%) was raw and packaging materials purchased for Unilever operations and collaborative manufacturing, and 48% was water consumed in operations.	E	Strong	Yes	Supported	non_claim	methodology_definition	E	NA	footnote composition split, not performance
Unilever	34	(c) Of the total Ice Cream tonnes, 33% was raw and packaging materials purchased for Unilever operations and collaborative manufacturing, and 67% was water consumed in operations.	E	Strong	Yes	Supported	non_claim	methodology_definition	E	NA	footnote composition split, not performance
Unilever	34	Resource Outflows Products and materials Description of resource outflows Resource outflows include consumer products, the packaging materials used to contain or protect them, and waste materials.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	definition of resource outflows
Unilever	34	Where supplier invoices or product specification information are not available for packaging materials purchased by third parties, volumes are estimated using extrapolation of existing data (representing circa 7% of total packaging materials purchased by Unilever and third parties).	E	Strong	Yes	Supported	non_claim	methodology_definition	E	NA	estimation method; parameter number, not performance
Unilever	35	Not all packaging that is technically recyclable will actually be recycled, due to a lack of infrastructure.	E	Future Promise	No	Unsubstantiated	non_claim	risk_condition	E	NA	world-condition caveat on recycling infrastructure
Unilever	35	For the remaining sites, representing 2% of volumes, estimates are made for hazardous and non-hazardous waste based on measured sites and site headcount or pallet position.	E	Strong	Yes	Supported	non_claim	methodology_definition	E	NA	estimation method; parameter number, not performance
Unilever	36	EU Taxonomy Disclosures OVERVIEW The EU Taxonomy regulation, part of the European Action Plan for Sustainable Finance, aims to direct capital flows into sustainable activities.	E	Future Promise	No	Unsubstantiated	non_claim	risk_condition	E	NA	describes EU regulation, not own conduct
Unilever	36	We have also identified certain activities related to iii) sustainable use and protection of water and marine resources, and iv) transition to a circular economy.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	taxonomy eligibility identification
Unilever	36	We did not identify eligible activities in respect of v) pollution prevention and control, and vi) protection and restoration of biodiversity and ecosystems.	E	Vague	No	Vague	non_claim	methodology_definition	E	NA	taxonomy eligibility identification
Unilever	36	542 16% Total Eligible 542 16% (a) CCM/CCA = Climate Change Mitigation/Climate Change Adaptation.	E	Strong	Yes	Supported	non_claim	table_fragment	E	NA	
Unilever	38	Capability building across our value chain to improve livelihoods ▲ Positive Impact (VC) Unilever supports people in our value chain, including smallholder farmers, to improve their livelihoods.	S	Vague	No	Vague	non_claim	methodology_definition	S	NA	IRO statement table row
Unilever	38	Discrimination Negative Impact (OO) (VC) Discrimination is the absence of equality of opportunity and treatment, occurring when a person is treated differently on the basis of protected characteristics.1 Discrimination may occur in our own operations and value chain.	S	Vague	No	Vague	non_claim	methodology_definition	S	NA	IRO statement with definition
Unilever	38	Protected characteristics include race, age, role, gender, gender identity, colour, religion, country of origin, sexual orientation, marital status, dependents, disability, social class, political views or any other class protected by law.	S	Vague	No	Vague	non_claim	methodology_definition	S	NA	definition of protected characteristics
Unilever	39	Affected Communities Salient human rights issues Land rights, including Indigenous Peoples’ rights Negative Impact (OO) (VC) Land is a source of livelihood for many and is also linked with people’s identities, culture and social status, which are protected by legal or customary rights.	S	Vague	No	Vague	non_claim	methodology_definition	S	NA	IRO row, background description
Unilever	39	Communities connected to the areas where we operate, source and conduct business may be affected by land rights issues.	S	Vague	No	Vague	non_claim	risk_condition	S	NA	communities may be affected, world condition
Unilever	39	In many markets, consumers are increasingly focused on products that combine great taste and health with limited salt, sugar, saturated fats and calories, as well as provide positive nutrition such as proteins, vitamins and minerals, fibre and vegetables.	S	Vague	No	Vague	non_claim	risk_condition	S	NA	consumer trend description, not company conduct
Unilever	39	Unilever continues to focus on products that respond to these challenges through innovations and investments in sustainable brands, which provides an opportunity to create a competitive advantage and drive revenue growth.	E	Vague	No	Vague	non_claim	risk_condition	S	NA	outcome is competitive advantage and revenue
Unilever	40	APPROACH TO HUMAN RIGHTS Unilever’s commitment to respect human rights extends across our operations, value chain, affected communities and consumers.	S	Vague	No	Vague	claim	genuine_commitment	S	Vague	own commitment to respect human rights, unmeasured
Unilever	40	Our downstream value chain includes drivers and transport operators who ensure our products reach our customers, and retail employees selling our products to customers.	S	Vague	No	Vague	non_claim	methodology_definition	S	NA	value chain scope description, ESRS element
Unilever	40	As a result, we have not included affected communities as a separate topic within the sustainability statement, as policies, actions, targets and metrics are disclosed with the Approach to Human Rights section.	S	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	S	NA	disclosure structure explanation
Unilever	40	Human rights policies Unilever’s Human Rights Policy Statement sets out our commitment to respect human rights and our approach to embedding its overarching principles throughout our business.	S	Vague	No	Vague	non_claim	policy_content	S	NA	document sets out commitment, not asserted directly
Unilever	40	Our Respect, Dignity and Fair Treatment Code policy sets out how we will respect employees’ human rights by: ■Basing all employment-related decisions on merit.	S	Future Promise	No	Unsubstantiated	non_claim	policy_content	S	NA	policy sets out principles
Unilever	40	Team leaders have operational responsibility for health and safety in our own workforce and must: ■Establish and maintain appropriate systems; ■Identify and manage hazards and risks; ■Investigate and report all incidents and near misses; and ■Ensure appropriate communications and training is provided.	S	Vague	No	Vague	non_claim	governance_role	S	NA	role responsibilities plus policy imperatives
Unilever	40	Implementation of the RPP is guided by the Responsible Sourcing and Business Partnering Code Policy, which ensures that the teams contracting with third parties understand the RPP and consult the Responsible Business team on remediation of issues, such as human rights non-compliances.	G	Vague	No	Vague	non_claim	governance_role	G	NA	policy implementation process description
Unilever	40	■Develop and embed effective management systems to meet the requirements of the RPP and People & Nature Policy.	E	Vague	No	Vague	non_claim	policy_content	S	NA	imperative supplier requirement bullet
Unilever	40	This includes a focus on the rights of Indigenous Peoples and local communities with respect to livelihoods, food security and resources, along with commitments to respect and promote land rights.	S	Vague	No	Vague	claim	genuine_commitment	S	Vague	anaphoric opener but asserts land rights commitments
Unilever	40	In addition, Unilever’s Principles in Support of Human Rights Defenders outline our commitment to respecting human rights defenders (HRDs).	S	Vague	No	Vague	non_claim	policy_content	S	NA	document outlines commitment, description framing
Unilever	40	These Principles are guided by the UN Declaration on the Right and Responsibility of Individuals, Groups and Organs of Society to Promote and Protect Universally Recognized Human Rights and Fundamental Freedoms, the UNGPs, and the UN Declaration on the Rights of Indigenous Peoples.	S	Vague	No	Vague	non_claim	alignment_selfref	S	NA	principles guided by UN frameworks
Unilever	40	Our commitment to conducting business with integrity while respecting human rights is driven through our COBP and Code Policies, including commitments to our consumers and society.	G	Vague	No	Vague	claim	genuine_commitment	G	Vague	own integrity commitment via COBP, unmeasured
Unilever	41	Responsibility for our human rights commitment is embedded across all parts of our business.	S	Vague	No	Vague	non_claim	governance_role	G	NA	responsibility embedding, governance mechanism
Unilever	41	These hubs coordinate activities to improve farm productivity, livelihoods and ecosystems to strengthen incomes, resilience and sustainable market access.	E	Vague	No	Vague	non_claim	activity_report	S	NA	anaphoric hubs, programme aims no outcome
Unilever	41	We also work with partners and peers on the Respecting Indigenous Peoples and Local Communities Rights Affected by Agricultural Production in Indonesia project, aiming to identify and address systemic barriers to land rights, strengthen local mediation capabilities, and co-develop scalable, community-driven solutions.	S	Future Promise	No	Unsubstantiated	non_claim	activity_report	S	NA	partnership project participation, aims only
Unilever	41	Identifying and assessing human rights risks A multidimensional approach is used to identify potential and actual human rights impacts, incorporating data, risk indicators and insights from a wide range of sources.	S	Vague	No	Vague	non_claim	methodology_definition	S	NA	how impacts are identified and assessed
Unilever	41	Pre-acquisition, we evaluate policies, processes and management systems to ensure respect for human rights is embedded within the entity’s operations and value chain.	S	Vague	No	Vague	claim	genuine_property	S	Vague	standing pre-acquisition due diligence practice
Unilever	41	Post-acquisition, onboarding processes include creation of corrective action plans to address gaps identified during the pre-acquisition phase and integration of the new entity into Unilever’s compliance systems.	G	Future Promise	No	Unsubstantiated	claim	genuine_property	G	Vague	standing onboarding compliance process
Unilever	41	Actions to address potential human rights impacts, often conducted in partnership with peer companies and expert partners, include: ■Embedding effective management systems throughout our operations; ■Providing training and capability building; and ■Participating in advocacy and multi-stakeholder collaborations to address root causes and facilitate systemic change.	S	Vague	No	Vague	non_claim	activity_report	S	NA	list of action types, no outcomes
Unilever	41	2025 actions Key deliverables across our value chain and affected communities include: ■Supporting suppliers through our HRDD development programme to strengthen human rights policies and processes.	S	Vague	No	Vague	non_claim	activity_report	S	NA	programme support activity, no stated outcome
Unilever	41	We collaborated with implementation partners to help suppliers respond to maturity assessments and worker engagement surveys, and we will continue to track the progress of agreed actions.	S	Future Promise	No	Unsubstantiated	non_claim	activity_report	S	NA	mixed: past activity plus weak process pledge
Unilever	42	■Engaging suppliers through our Palm Oil Social Supplier Development Programme to mitigate negative impacts and improve working conditions.	S	Vague	No	Vague	non_claim	activity_report	S	NA	supplier engagement programme, no outcome
Unilever	42	This included providing targeted support and conducting impact assessments through interviews with management and workers.	S	Future Promise	No	Unsubstantiated	non_claim	activity_report	S	NA	anaphoric activity description, no outcome
Unilever	42	■Collaborating with Proforest and peers in Indonesia to tackle barriers to land rights, strengthen mediation capabilities and co-create scalable, community-driven solutions.	S	Vague	No	Vague	non_claim	activity_report	S	NA	collaboration bullet, aims only
Unilever	42	This was delivered through phase two of the Respecting Indigenous Peoples and Local Communities Rights Affected by Agricultural Production in Indonesia project.	S	Vague	No	Vague	non_claim	anaphoric_fragment	S	NA	This was delivered, nothing concrete standalone
Unilever	42	All rightsholders have access to raise concerns through our Unilever Code Support Line (whistleblowing line) and online Speak Up platform, including any suspected Code breaches, breaches of the Responsible Partner Policy (RPP) or cases of non-respect of the UNGPs.	G	Vague	No	Vague	claim	genuine_property	G	Vague	grievance channel access, verifiable but unmeasured
Unilever	42	All investigations of suspected Code breaches are conducted by a Business Integrity Officer.	G	Vague	No	Vague	non_claim	governance_role	G	NA	who conducts investigations, role description
Unilever	42	At a commodity level, our People and Nature Grievance Mechanism provides a framework for investigating and resolving potential and actual social and environmental impacts, including those raised by rightsholders in the communities where we operate or source from.	E	Vague	No	Vague	non_claim	activity_report	S	NA	mechanism existence, spans E and S
Unilever	43	METRICS AND TARGETS Targets Unilever is committed to respecting human rights across our operations, value chain and communities in which we operate.	S	Future Promise	No	Unsubstantiated	claim	genuine_commitment	S	Vague	committed to respecting human rights, unmeasured
Unilever	43	However, due to the nature of human rights, we do not define formal targets.	S	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	S	NA	explains absence of formal targets
Unilever	44	They set out our commitment to fostering a workplace that is inclusive, free from discrimination and founded on mutual trust.	S	Vague	No	Vague	non_claim	policy_content	S	NA	anaphoric documents set out commitment
Unilever	44	In these, our senior leaders introduced our new CEO, outlined our growth strategy and market performance, shared progress on embedding our new operating model, and answered questions on issues of concern to our workforce, such as the demerger of our Ice Cream business.	S	Vague	No	Vague	non_claim	activity_report	S	NA	town hall event report, no outcome
Unilever	44	Engaging with workers’ representatives In 2025, we demonstrated our ongoing commitment to fair and transparent industrial relations by actively engaging with employee representatives globally.	S	Vague	No	Vague	claim	genuine_commitment	S	Vague	own commitment asserted via activity, unmeasured
Unilever	44	This includes the channels for our own workforce to raise concerns, the investigation and resolution processes in place, as well as non-retaliation policies.	S	Vague	No	Vague	non_claim	anaphoric_fragment	S	NA	opens with This, antecedent missing
Unilever	44	not a breach of the COBP and Code Policies, are not considered in scope for this disclosure.	E	Vague	No	Vague	non_claim	methodology_definition	G	NA	disclosure scope fragment; COBP = G
Unilever	44	Unilever employees are proud to say that they work for Unilever (88% in 2025) and would recommend Unilever as an employer (81% in 2025).	S	Strong	Yes	Supported	claim	genuine_result	S	Strong	measured survey outcomes 88%/81%
Unilever	44	Immersive culture workshops, across both our office and manufacturing employee populations, have also helped embed our culture and winning behaviours.	S	Vague	No	Vague	non_claim	activity_report	S	NA	workshops; culture outcome vague, business-facing
Unilever	44	We are training and equipping managers with tools for honest and courageous conversations to improve management of underperformance, supported by our revised global policy on managing underperformance, launched in 2025.	S	Vague	No	Vague	non_claim	activity_report	S	NA	outcome is managing underperformance, business benefit
Unilever	45	This talent acceleration engine will become a sustainable, cyclical programme embedded into our talent management practices, ensuring a strong and resilient leadership pipeline.	E	Future Promise	No	Unsubstantiated	non_claim	activity_report	S	NA	business outcome: leadership pipeline resilience
Unilever	45	Our succession planning rigour has increased, with dedicated talent forums across business groups and functions, focusing on holistic development for our talent’s current and future roles.	S	Future Promise	No	Unsubstantiated	non_claim	activity_report	S	NA	talent management, business outcome
Unilever	45	We have also invested in building an in-house, end-to-end external recruitment capability, which aims to enable proactive and data-driven talent planning and hiring, and improve recruitment timelines.	S	Future Promise	No	Unsubstantiated	non_claim	activity_report	S	NA	recruitment capability, business outcome
Unilever	45	We have invested in streamlined processes and workforce planning tools, providing HR teams and line managers with enhanced organisational and people insights for improved decision-making.	S	Future Promise	No	Unsubstantiated	non_claim	activity_report	S	NA	HR tooling, business outcome
Unilever	45	Bullying and harassment, discrimination, forced labour and working hours Unilever’s Respect, Dignity and Fair Treatment Code policy sets out our commitments in relation to bullying and harassment, discrimination, forced labour and working hours.	S	Vague	No	Vague	non_claim	policy_content	S	NA	describes what policy document sets out
Unilever	45	Fair wages and income Unilever is committed to a fair wage for all employees as codified in our Respect, Dignity and Fair Treatment Code policy.	S	Vague	No	Vague	claim	genuine_commitment	S	Vague	own commitment to fair wage, unmeasured
Unilever	45	As part of our Framework’s living wage element, we are committed to paying a living wage to all our direct employees, which we achieved in 2020.	S	Vague	No	Vague	claim	genuine_result	S	Strong	living wage for all direct employees achieved 2020
Unilever	45	To maintain this standard, Unilever annually reviews direct employees’ pay and benefits against an independent living wage benchmark, with corrective action being taken as necessary.	S	Vague	No	Vague	claim	genuine_property	S	Vague	annual benchmark review practice, no measured outcome
Unilever	45	’Direct employees’ are all those integrated into Unilever’s global reward structure and human resources information system.	S	Vague	No	Vague	non_claim	methodology_definition	S	NA	definition of direct employees
Unilever	45	Health Unilever is committed to providing healthy and safe working conditions for all its employees.	S	Vague	No	Vague	claim	genuine_commitment	S	Vague	
Unilever	45	It is deeply embedded in our culture, governance and operating structures, with accountability at all levels.	G	Vague	No	Vague	non_claim	anaphoric_fragment	S	NA	It unresolved standalone
Unilever	45	Safety standards and communications Unilever is committed to continuously improving health and safety performance, with strong safety leadership being key.	S	Vague	No	Vague	claim	genuine_commitment	S	Vague	commitment to improve safety, unmeasured
Unilever	45	These visits demonstrate our leadership’s commitment to safety and encourage people to speak up about unsafe behaviour.	S	Vague	No	Vague	non_claim	anaphoric_fragment	S	NA	These visits, antecedent missing
Unilever	45	Our safety culture is embedded through activities like our annual Safety Day, our routine Safety Moments, Safety Campaigns and our annual Global Safety Awards, which celebrate the outstanding work of our teams across the world.	S	Vague	No	Vague	non_claim	activity_report	S	NA	programme listing, unverifiable culture assertion
Unilever	45	The 2025 Safety Day campaign was themed around staying three steps ahead when it comes to our safety by identifying risks and the layers of protection needed to keep safe.	S	Vague	No	Vague	non_claim	activity_report	S	NA	campaign theme description
Unilever	45	Employees identified high-risk tasks and shared the layers of protection they put in place to stay three steps ahead on their safety.	S	Vague	No	Vague	non_claim	activity_report	S	NA	campaign participation, no outcome
Unilever	45	METRICS AND TARGETS For metrics relating to our own workforce, employee data captured in the global HR system is extracted as at 31 December 2025.	S	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	S	NA	data extraction method
Unilever	45	Targets No formal targets have been defined for our own workforce with respect to the material impacts, risks and opportunities identified in our sustainability statement.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	S	NA	ESRS targets disclosure: no targets defined
Unilever	46	The total headcount per country is compared to the total headcount of Unilever employees to identify any countries of significant employment (>50 employees that represent more than 10% of headcount).	S	Strong	Yes	Supported	non_claim	methodology_definition	S	NA	parameter numbers, not performance
Unilever	47	As at 31 December 2025, 100% of Unilever employees were paid an adequate wage.	S	Strong	Yes	Supported	claim	genuine_result	S	Strong	100% adequate wage, measured
Unilever	47	As at 31 December 2025, 100% of Unilever employees are covered by social protection against loss of income due to one or more major life events, through public programmes or through benefits offered by Unilever.	S	Strong	Yes	Supported	claim	genuine_result	S	Strong	100% social protection coverage, measured
Unilever	47	However, due to different legal systems and employment laws, the employee groups covered by social protection for the different major life events vary across the nearly 100 countries in which Unilever has employees.	S	Vague	No	Vague	non_claim	risk_condition	S	NA	coverage caveat from legal-system variation
Unilever	47	The table on the following page sets out the countries in which employees do not have social protection, by event type, and the type of employees who do not have such protection.	S	Vague	No	Vague	non_claim	navigation	S	NA	points to table on following page
Unilever	48	For shared non-manufacturing sites, 10% of incidents are allocated based on the estimated percentage of Ice Cream office employees divided by total office employees.	S	Strong	Yes	Supported	non_claim	methodology_definition	S	NA	incident allocation method; parameter number
Unilever	49	A substantial proportion of male employees are employed in manufacturing roles, which are typically at the lower end of our internal pay structure and often located in countries with lower prevailing wage levels.	S	Vague	No	Vague	non_claim	other_nonclaim	S	NA	explains pay-gap driver, no performance asserted
Unilever	49	The demerger of our Ice Cream business also resulted in the average male salary declining more sharply than the average female salary due to the demographic profile of leavers, thereby causing an increase in the gender pay gap.	S	Vague	No	Vague	non_claim	other_nonclaim	S	NA	explains pay-gap increase from demerger
Unilever	49	In 2025, the highest-paid individual received a euro-denominated package, while many employees are located in countries with materially lower absolute salary levels.	S	Vague	No	Vague	non_claim	other_nonclaim	S	NA	explains pay-ratio context
Unilever	50	Delivering positive impacts across our value chain To address barriers to decent livelihoods, we are collaborating with partners to promote systemic change.	S	Vague	No	Vague	non_claim	activity_report	S	NA	heading + partnership activity, no stated outcome
Unilever	50	Our actions, which are delivering positive impacts to our value chain, include: ■Equipping suppliers with the tools, knowledge and resources to start measuring their living wage gaps, all of which are made available on our website at unilever.com.	S	Vague	No	Vague	claim	genuine_result	S	Vague	mixed: unmeasured impact claim + activity list
Unilever	50	These resources include free access to living wage data through WageIndicator, a Living Wage Playbook and dedicated clinics through IDH aimed at supporting specific supplier needs.	S	Future Promise	No	Unsubstantiated	non_claim	activity_report	S	NA	resource list, no stated outcome
Unilever	50	For example, in India, we are helping coffee farmers improve resilience by training them in regenerative practices like natural fertilisers and water conservation.	E	Vague	No	Vague	claim	genuine_result	S	Vague	ongoing help to farmers, unmeasured
Unilever	50	Together, in 2025, we successfully campaigned for living wage to be highlighted in the Doha Political Declaration as a key focus area for government policy aiming to advance social development.	S	Future Promise	No	Unsubstantiated	claim	genuine_result	S	Strong	achieved advocacy outcome, verifiable
Unilever	50	We also launched impact studies and engaged businesses and policymakers on living wage in several countries including the Philippines, Pakistan and Brazil.	S	Vague	No	Vague	non_claim	activity_report	S	NA	launched studies, engagement, no outcome
Unilever	50	As part of Unilever’s 15 sustainability goals, we have set three short-term targets with the aim of delivering long-term impact to the livelihoods of workers in our value chain: ■We are working with smallholder farmers to improve their livelihoods and agricultural practices.	S	Future Promise	No	Unsubstantiated	claim	genuine_commitment	S	Vague	mixed: target meta + vague activity
Unilever	50	Our goal is to help 250,000 smallholder farmers in our supply chain access livelihoods programmes by 2026.	S	Future Promise	No	Unsubstantiated	claim	genuine_commitment	S	Future Promise	250k farmers by 2026
Unilever	50	Our goal is to ensure that suppliers representing 50% of our procurement spend sign the Living Wage Promise by 2026.	S	Future Promise	Partial	Weak Evidence	claim	genuine_commitment	S	Future Promise	50% spend by 2026
Unilever	51	We continue to make good progress for suppliers who have signed our Living Wage Promise and are on track to deliver on our 2026 goal of 50% spend.	S	Future Promise	Partial	Weak Evidence	claim	genuine_commitment	S	Future Promise	on-track progress toward 2026 goal
Unilever	51	In addition, we are on track to meet our 2026 goal of reaching 250,000 smallholder farmers, with almost 210,000 accessing livelihood programmes since January 2024 (including Ice Cream).	S	Future Promise	No	Unsubstantiated	claim	genuine_result	S	Strong	210k farmers reached, measured
Unilever	51	Looking ahead to 2026, the focus will be on accelerating SME onboarding, particularly in home and personal care markets, while deepening engagement through retailer-relevant communication, personalised promotions, and other targeted initiatives to strengthen adoption.	G	Future Promise	No	Unsubstantiated	non_claim	activity_report	S	NA	forward business plan, commercial adoption focus
Unilever	52	Product safety The COBP sets out Unilever’s commitment to providing products and services that are safe for their intended use, as well as accurately and properly labelled, advertised and communicated.	S	Future Promise	No	Unsubstantiated	non_claim	policy_content	S	NA	COBP document description
Unilever	52	Product safety is also governed through the following Code Policies: ■Responsible Innovation Code Policy: describes our commitment to conducting responsible, safe and sustainable research and innovation that fully respects the concerns of our consumers and society.	E	Vague	No	Vague	non_claim	policy_content	S	NA	code policy description
Unilever	52	■Product Safety & Product Quality Code Policy: sets out our commitment to produce safe, high-quality products and services that meet all applicable standards and regulations.	S	Vague	No	Vague	non_claim	policy_content	S	NA	code policy description
Unilever	52	Marketing to children The Responsible Marketing Code Policy sets out our commitment to market our products and services truthfully, accurately and transparently.	G	Vague	No	Vague	non_claim	policy_content	G	NA	marketing code description, ethics mechanism
Unilever	52	Licensing, partnerships and use of characters that may appeal to children are limited to those products that meet the USNC, and all advertising must be responsible, transparent, and avoid promoting unhealthy habits.	G	Vague	No	Vague	claim	genuine_property	S	Vague	mixed: operational restriction + policy imperative
Unilever	52	Product safety Concerns raised to Unilever in relation to product safety are shared with relevant internal experts for further investigation.	S	Vague	No	Vague	non_claim	governance_role	S	NA	internal process description, no outcome
Unilever	52	We are committed to continually improving our quality performance; however, sometimes we fall short of our product safety and quality standards.	S	Vague	No	Vague	claim	genuine_commitment	S	Vague	own commitment, includes shortfall admission
Unilever	52	If this happens, protecting consumers’ safety is our number one priority.	S	Vague	No	Vague	non_claim	advocacy_opinion	S	NA	priority statement, unverifiable
Unilever	53	We also work to improve consumer safety by engaging beyond our business with the scientific community and regulators.	S	Vague	No	Vague	claim	genuine_property	S	Vague	ongoing engagement conduct, unmeasured
Unilever	53	In 2025, we contributed to the European Commission Roadmap to phase out animal testing for chemical safety assessment as industry co-chair for the European Partnership for Alternative Approaches to Animal Testing (EPAA).	S	Vague	No	Vague	non_claim	activity_report	S	NA	contribution and co-chair role, no outcome
Unilever	53	Our approach to eliminating animal testing without compromising on safety is set out further within our Governance disclosures.	G	Vague	No	Vague	non_claim	navigation	S	NA	cross-reference to governance disclosures
Unilever	53	In addition, the Unilever COBP provides defined processes for escalation, review and remediation where instances of non-compliance arise.	G	Vague	No	Vague	non_claim	governance_role	G	NA	COBP escalation process description
Unilever	53	However, we are committed to continually improving our performance against our product safety and quality standards, monitoring the effectiveness of our processes and controls in multiple ways as set out above.	S	Vague	No	Vague	claim	genuine_commitment	S	Vague	we are committed, unmeasured
Unilever	53	ENTITY-SPECIFIC DISCLOSURES Nutritional product quality Policies Continuously improving the nutritional profile of our products and helping consumers adopt better diets without compromising on enjoyment are fundamental to the strategy of our Foods Business Group.	G	Vague	No	Vague	non_claim	advocacy_opinion	S	NA	strategy-importance statement
Unilever	53	■Unilever’s Positive Nutrition Standards outline the criteria for ingredients and nutrients that are recommended for increased consumption.	S	Vague	No	Vague	non_claim	methodology_definition	S	NA	standards define criteria
Unilever	53	Managing impacts on consumers and end-users We work to improve the nutritional quality of products on an ongoing basis, innovating and reformulating our products against the USNC and our Positive Nutrition Standards.	S	Vague	No	Vague	claim	genuine_property	S	Vague	ongoing reformulation conduct, unmeasured
Unilever	53	By investing in improvement and innovation, we aim to enhance the nutritional profile of our products without impacting consumer experience.	S	Future Promise	No	Unsubstantiated	claim	genuine_commitment	S	Future Promise	aim, no target or date
Unilever	53	Targets Unilever does not have formal targets relating to nutritional product quality.	S	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	S	NA	absence-of-targets disclosure
Unilever	54	The threshold values determine the amount of ingredients, macronutrients and micronutrients that need to be present in a Foods or Ice Cream product to deliver positive nutrition.	S	Vague	No	Vague	non_claim	methodology_definition	S	NA	threshold definition, not performance
Unilever	54	A product that contains ingredients, macronutrients or micronutrients meeting at least one of the threshold values is considered to deliver positive nutrition.	S	Vague	No	Vague	non_claim	methodology_definition	S	NA	definition of positive nutrition
Unilever	54	(b) The percentage of our portfolio meeting Unilever’s Science-based Nutrition Criteria excluding Pepsi Lipton joint venture and Ice Cream in 2025 is 86% (2024: 84%).	S	Strong	Yes	Supported	claim	genuine_result	S	Strong	86% portfolio, measured
Unilever	54	(c) The number of products sold that deliver positive nutrition excluding Pepsi Lipton joint venture and Ice Cream in 2025 is 54% (2024: 52%).	S	Strong	Yes	Supported	claim	genuine_result	S	Strong	54% positive nutrition, measured
Unilever	54	Products responding to changing consumer demands Evolving consumer preferences present long-term opportunities for Unilever to drive product innovation and expand our portfolio, aiming to deliver superior products at great value, while reducing our environmental impact.	E	Future Promise	No	Unsubstantiated	non_claim	risk_condition	E	NA	opportunity statement, business outcome
Unilever	54	Wonder Wash is a laundry detergent designed specifically to work in quick, cold cycles, and has a lower environmental impact than traditional detergents used in long cycles.	E	Vague	No	Vague	claim	genuine_property	E	Vague	comparative product property, unquantified
Unilever	54	Our RhamnoClean technology, a 100% natural, biodegradable and renewable biosurfactant, has now been embedded into our core hand dishwash products.	E	Strong	Yes	Supported	claim	genuine_property	E	Strong	100% natural biosurfactant embedded, achieved
Unilever	54	Our long-term investment in non-animal safety science has enabled some of our biggest brands to be certified as ’do not test on animals’ by People for the Ethical Treatment of Animals (PETA) and/or through the Coalition for Consumer Information on Cosmetics’ Leaping Bunny scheme.	G	Vague	Partial	Weak Evidence	claim	genuine_result	S	Strong	achieved third-party certification, verifiable
Unilever	54	Delivering against our ambitious sustainability goals requires innovation.	E	Future Promise	No	Unsubstantiated	non_claim	advocacy_opinion	E	NA	
Unilever	54	However, we do not set targets at a product level to reduce environmental impact from innovation.	E	Future Promise	No	Unsubstantiated	non_claim	methodology_definition	E	NA	negative disclosure of target structure
Unilever	55	Advocacy Positive Impact (OO) (VC) Unilever is actively lobbying governments, regulators and other third parties to influence policies and regulations that will help to drive change in four key areas: climate, nature, plastics and livelihoods.	E	Future Promise	No	Unsubstantiated	non_claim	activity_report	E	NA	lobbying activity, no company outcome
Unilever	55	Our business integrity framework is comprised of three pillars: ■Prevention – we seek to embed a culture of integrity at all levels.	G	Vague	No	Vague	non_claim	governance_role	G	NA	framework structure description
Unilever	55	These range from mandatory training and a global pledge – where employees actively pledge to uphold these values – to employee town halls and leadership awareness sessions.	S	Future Promise	No	Unsubstantiated	claim	genuine_property	G	Vague	anaphoric opener but concrete mechanisms listed
Unilever	55	We aim to continuously improve and further embed a culture of business integrity.	G	Future Promise	No	Unsubstantiated	claim	genuine_commitment	G	Future Promise	unmeasured forward aspiration
Unilever	55	We analyse the results of investigations and audit findings to identify trends and opportunities for improvement.	G	Vague	No	Vague	non_claim	activity_report	G	NA	internal process, no stated outcome
Unilever	55	These responses provide further insight into how strongly business integrity is embedded across the organisation, driving future engagement and action plans.	G	Future Promise	No	Unsubstantiated	non_claim	advocacy_opinion	G	NA	generic-benefit statement about survey responses
Unilever	56	As a result, they help us to protect our brands and reputation, and to prevent harm to people or the environment.	E	Vague	No	Vague	non_claim	anaphoric_fragment	G	NA	unresolved 'they'; business-protection outcome
Unilever	56	In 2025, 90% of employees who responded to the survey stated that in their teams, they believe business is conducted with integrity.	G	Strong	Yes	Supported	claim	genuine_result	G	Strong	measured survey outcome
Unilever	56	We are committed to a culture of transparency and prohibit retaliation in any form against those who report or seek guidance on ethical or compliance issues, or who report cases under our Code, compliant with the EU Whistleblower Directive.	G	Vague	No	Vague	claim	genuine_commitment	G	Vague	commitment plus unmeasured policy property
